model,method,layer,head,kl_divergence
TinyLlama,knorm_0.5,0,19,-8.789356797933578e-09
TinyLlama,knorm_0.5,0,20,-7.3196133598685265e-09
TinyLlama,knorm_0.5,0,21,-3.4124241210520267e-09
TinyLlama,knorm_0.5,0,22,3.3032847568392754e-09
TinyLlama,knorm_0.5,0,23,-1.0550138540565968e-08
TinyLlama,knorm_0.5,0,24,-2.6921043172478676e-10
TinyLlama,knorm_0.5,0,25,6.693881005048752e-09
TinyLlama,knorm_0.5,0,26,-2.0081643015146255e-09
TinyLlama,knorm_0.5,0,27,3.41970007866621e-10
TinyLlama,knorm_0.5,0,28,-8.207280188798904e-09
TinyLlama,knorm_0.5,0,29,7.275957614183426e-11
TinyLlama,knorm_0.5,0,30,-8.003553375601768e-11
TinyLlama,knorm_0.5,0,31,5.289621185511351e-09
TinyLlama,knorm_0.5,1,0,-2.8085196390748024e-09
TinyLlama,knorm_0.5,1,1,-3.6670826375484467e-09
TinyLlama,knorm_0.5,1,2,1.3715180102735758e-08
TinyLlama,knorm_0.5,1,3,-3.587047103792429e-09
TinyLlama,knorm_0.5,1,4,-8.294591680169106e-10
TinyLlama,knorm_0.5,1,5,2.3283064365386963e-09
TinyLlama,knorm_0.5,1,6,-1.1757947504520416e-08
TinyLlama,knorm_0.5,1,7,-4.903995431959629e-09
TinyLlama,knorm_0.5,1,8,-1.097942003980279e-08
TinyLlama,knorm_0.5,1,9,-3.623426891863346e-09
TinyLlama,knorm_0.5,1,10,-2.975866664201021e-09
TinyLlama,knorm_0.5,1,11,-1.2369127944111824e-09
TinyLlama,knorm_0.5,1,12,1.0295480024069548e-08
TinyLlama,knorm_0.5,1,13,-5.762558430433273e-09
TinyLlama,knorm_0.5,1,14,1.0884832590818405e-08
TinyLlama,knorm_0.5,1,15,-5.413312464952469e-09
TinyLlama,knorm_0.5,1,16,5.420588422566652e-09
TinyLlama,knorm_0.5,1,17,-4.5183696784079075e-09
TinyLlama,knorm_0.5,1,18,-1.0128132998943329e-08
TinyLlama,knorm_0.5,1,19,1.7389538697898388e-09
TinyLlama,knorm_0.5,1,20,-2.6557245291769505e-09
TinyLlama,knorm_0.5,1,21,2.10275175049901e-09
TinyLlama,knorm_0.5,1,22,4.067260306328535e-09
TinyLlama,knorm_0.5,1,23,-2.9976945370435715e-09
TinyLlama,knorm_0.5,1,24,-1.949956640601158e-08
TinyLlama,knorm_0.5,1,25,-7.086782716214657e-09
TinyLlama,knorm_0.5,1,26,-4.496541805565357e-09
TinyLlama,knorm_0.5,1,27,1.0695657692849636e-09
TinyLlama,knorm_0.5,1,28,1.6218109522014856e-08
TinyLlama,knorm_0.5,1,29,6.439222488552332e-09
TinyLlama,knorm_0.5,1,30,-5.624315235763788e-09
TinyLlama,knorm_0.5,1,31,-5.75528247281909e-09
TinyLlama,knorm_0.5,2,0,-3.0122464522719383e-09
TinyLlama,knorm_0.5,2,1,-2.393790055066347e-09
TinyLlama,knorm_0.5,2,2,8.585629984736443e-10
TinyLlama,knorm_0.5,2,3,3.761670086532831e-09
TinyLlama,knorm_0.5,2,4,1.3511453289538622e-08
TinyLlama,knorm_0.5,2,5,4.598405212163925e-09
TinyLlama,knorm_0.5,2,6,-1.9936123862862587e-09
TinyLlama,knorm_0.5,2,7,5.093170329928398e-11
TinyLlama,knorm_0.5,2,8,-1.1714291758835316e-09
TinyLlama,knorm_0.5,2,9,-1.7389538697898388e-09
TinyLlama,knorm_0.5,2,10,2.0372681319713593e-08
TinyLlama,knorm_0.5,2,11,8.803908713161945e-10
TinyLlama,knorm_0.5,2,12,-4.401954356580973e-09
TinyLlama,knorm_0.5,2,13,-5.449692253023386e-09
TinyLlama,knorm_0.5,2,14,2.735760062932968e-09
TinyLlama,knorm_0.5,2,15,-5.602487362921238e-09
TinyLlama,knorm_0.5,2,16,9.567884262651205e-09
TinyLlama,knorm_0.5,2,17,2.240994945168495e-09
TinyLlama,knorm_0.5,2,18,4.198227543383837e-09
TinyLlama,knorm_0.5,2,19,5.180481821298599e-09
TinyLlama,knorm_0.5,2,20,1.1350493878126144e-09
TinyLlama,knorm_0.5,2,21,-8.658389560878277e-10
TinyLlama,knorm_0.5,2,22,-9.487848728895187e-09
TinyLlama,knorm_0.5,2,23,1.6007106751203537e-10
TinyLlama,knorm_0.5,2,24,6.184563972055912e-10
TinyLlama,knorm_0.5,2,25,7.566995918750763e-10
TinyLlama,knorm_0.5,2,26,-2.079468686133623e-08
TinyLlama,knorm_0.5,2,27,1.2434611562639475e-08
TinyLlama,knorm_0.5,2,28,5.078618414700031e-09
TinyLlama,knorm_0.5,2,29,-4.634785000234842e-09
TinyLlama,knorm_0.5,2,30,-9.596988093107939e-09
TinyLlama,knorm_0.5,2,31,4.089088179171085e-09
TinyLlama,knorm_0.5,3,0,3.194145392626524e-09
TinyLlama,knorm_0.5,3,1,9.327777661383152e-09
TinyLlama,knorm_0.5,3,2,5.8353180065751076e-09
TinyLlama,knorm_0.5,3,3,6.0390448197722435e-09
TinyLlama,knorm_0.5,3,4,1.800799509510398e-08
TinyLlama,knorm_0.5,3,5,9.458744898438454e-11
TinyLlama,knorm_0.5,3,6,5.7989382185041904e-09
TinyLlama,knorm_0.5,3,7,-1.2587406672537327e-09
TinyLlama,knorm_0.5,3,8,2.219167072325945e-09
TinyLlama,knorm_0.5,3,9,-1.2201780918985605e-08
TinyLlama,knorm_0.5,3,10,1.2514647096395493e-09
TinyLlama,knorm_0.5,3,11,2.2773747332394123e-09
TinyLlama,knorm_0.5,3,12,1.2005330063402653e-09
TinyLlama,knorm_0.5,3,13,1.2674718163907528e-08
TinyLlama,knorm_0.5,3,14,-4.052708391100168e-09
TinyLlama,knorm_0.5,3,15,1.0964868124574423e-08
TinyLlama,knorm_0.5,3,16,1.8197169993072748e-08
TinyLlama,knorm_0.5,3,17,1.4406396076083183e-09
TinyLlama,knorm_0.5,3,18,-4.976755008101463e-09
TinyLlama,knorm_0.5,3,19,1.9572325982153416e-09
TinyLlama,knorm_0.5,3,20,6.628397386521101e-09
TinyLlama,knorm_0.5,3,21,5.6461431086063385e-09
TinyLlama,knorm_0.5,3,22,-3.2232492230832577e-09
TinyLlama,knorm_0.5,3,23,-2.6411726139485836e-09
TinyLlama,knorm_0.5,3,24,6.933987606316805e-09
TinyLlama,knorm_0.5,3,25,-1.047010300680995e-08
TinyLlama,knorm_0.5,3,26,-1.6771082300692797e-08
TinyLlama,knorm_0.5,3,27,-1.964508555829525e-09
TinyLlama,knorm_0.5,3,28,2.7575879357755184e-09
TinyLlama,knorm_0.5,3,29,3.8708094507455826e-09
TinyLlama,knorm_0.5,3,30,-9.240466170012951e-09
TinyLlama,knorm_0.5,3,31,-4.4674379751086235e-09
TinyLlama,knorm_0.5,4,0,1.7811544239521027e-08
TinyLlama,knorm_0.5,4,1,1.5643308870494366e-09
TinyLlama,knorm_0.5,4,2,5.384208634495735e-10
TinyLlama,knorm_0.5,4,3,1.2369127944111824e-10
TinyLlama,knorm_0.5,4,4,-3.768946044147015e-09
TinyLlama,knorm_0.5,4,5,-1.3096723705530167e-09
TinyLlama,knorm_0.5,4,6,-4.292814992368221e-09
TinyLlama,knorm_0.5,4,7,5.980837158858776e-09
TinyLlama,knorm_0.5,4,8,-1.6516423784196377e-09
TinyLlama,knorm_0.5,4,9,1.2718373909592628e-08
TinyLlama,knorm_0.5,4,10,9.073119144886732e-09
TinyLlama,knorm_0.5,4,11,5.326000973582268e-09
TinyLlama,knorm_0.5,4,12,6.752088665962219e-09
TinyLlama,knorm_0.5,4,13,-3.776222001761198e-09
TinyLlama,knorm_0.5,4,14,1.1648808140307665e-08
TinyLlama,knorm_0.5,4,15,1.6298145055770874e-09
TinyLlama,knorm_0.5,4,16,7.639755494892597e-10
TinyLlama,knorm_0.5,4,17,7.974449545145035e-09
TinyLlama,knorm_0.5,4,18,3.448803909122944e-09
TinyLlama,knorm_0.5,4,19,3.892637323588133e-09
TinyLlama,knorm_0.5,4,20,3.587047103792429e-09
TinyLlama,knorm_0.5,4,21,-1.229636836796999e-09
TinyLlama,knorm_0.5,4,22,-1.433363649994135e-09
TinyLlama,knorm_0.5,4,23,-2.1609594114124775e-09
TinyLlama,knorm_0.5,4,24,3.4779077395796776e-09
TinyLlama,knorm_0.5,4,25,1.2369127944111824e-10
TinyLlama,knorm_0.5,4,26,8.825736586004496e-09
TinyLlama,knorm_0.5,4,27,-1.0033545549958944e-08
TinyLlama,knorm_0.5,4,28,2.6702764444053173e-09
TinyLlama,knorm_0.5,4,29,-1.2660166248679161e-09
TinyLlama,knorm_0.5,4,30,-5.951733328402042e-09
TinyLlama,knorm_0.5,4,31,-1.0710209608078003e-08
TinyLlama,knorm_0.5,5,0,8.11269273981452e-09
TinyLlama,knorm_0.5,5,1,-4.71482053399086e-09
TinyLlama,knorm_0.5,5,2,-6.693881005048752e-09
TinyLlama,knorm_0.5,5,3,4.009052645415068e-09
TinyLlama,knorm_0.5,5,4,-5.362380761653185e-09
TinyLlama,knorm_0.5,5,5,-4.132743924856186e-09
TinyLlama,knorm_0.5,5,6,-9.313225746154785e-10
TinyLlama,knorm_0.5,5,7,-4.816683940589428e-09
TinyLlama,knorm_0.5,5,8,1.4551915228366852e-10
TinyLlama,knorm_0.5,5,9,9.233190212398767e-09
TinyLlama,knorm_0.5,5,10,-3.3760443329811096e-09
TinyLlama,knorm_0.5,5,11,2.1827872842550278e-09
TinyLlama,knorm_0.5,5,12,-2.1464074961841106e-09
TinyLlama,knorm_0.5,5,13,2.9176590032875538e-09
TinyLlama,knorm_0.5,5,14,-1.0368239600211382e-08
TinyLlama,knorm_0.5,5,15,-2.5684130378067493e-09
TinyLlama,knorm_0.5,5,16,-2.2482709027826786e-09
TinyLlama,knorm_0.5,5,17,-1.4762917999178171e-08
TinyLlama,knorm_0.5,5,18,-5.333276931196451e-09
TinyLlama,knorm_0.5,5,19,-3.848981577903032e-09
TinyLlama,knorm_0.5,5,20,-4.8603396862745285e-09
TinyLlama,knorm_0.5,5,21,4.220055416226387e-09
TinyLlama,knorm_0.5,5,22,2.321030478924513e-09
TinyLlama,knorm_0.5,5,23,4.525645636022091e-09
TinyLlama,knorm_0.5,5,24,6.657501216977835e-09
TinyLlama,knorm_0.5,5,25,-5.966285243630409e-09
TinyLlama,knorm_0.5,5,26,9.524228516966105e-09
TinyLlama,knorm_0.5,5,27,1.1168594937771559e-08
TinyLlama,knorm_0.5,5,28,9.502400644123554e-09
TinyLlama,knorm_0.5,5,29,-9.677023626863956e-09
TinyLlama,knorm_0.5,5,30,-8.585629984736443e-10
TinyLlama,knorm_0.5,5,31,4.816683940589428e-09
TinyLlama,knorm_0.5,6,0,-8.70932126417756e-09
TinyLlama,knorm_0.5,6,1,-2.3501343093812466e-09
TinyLlama,knorm_0.5,6,2,3.485183697193861e-09
TinyLlama,knorm_0.5,6,3,7.246853783726692e-09
TinyLlama,knorm_0.5,6,4,7.55971996113658e-09
TinyLlama,knorm_0.5,6,5,7.930793799459934e-10
TinyLlama,knorm_0.5,6,6,2.7066562324762344e-09
TinyLlama,knorm_0.5,6,7,3.739842213690281e-09
TinyLlama,knorm_0.5,6,8,-8.774804882705212e-09
TinyLlama,knorm_0.5,6,9,-1.6450940165668726e-08
TinyLlama,knorm_0.5,6,10,-4.69299266114831e-09
TinyLlama,knorm_0.5,6,11,7.275957614183426e-09
TinyLlama,knorm_0.5,6,12,-1.7826096154749393e-09
TinyLlama,knorm_0.5,6,13,5.24596543982625e-09
TinyLlama,knorm_0.5,6,14,-1.673470251262188e-09
TinyLlama,knorm_0.5,6,15,1.1641532182693481e-10
TinyLlama,knorm_0.5,6,16,-4.43833414465189e-10
TinyLlama,knorm_0.5,6,17,-1.4551915228366852e-10
TinyLlama,knorm_0.5,6,18,-3.994500730186701e-09
TinyLlama,knorm_0.5,6,19,-1.6239937394857407e-08
TinyLlama,knorm_0.5,6,20,1.8189894035458565e-10
TinyLlama,knorm_0.5,6,21,1.1059455573558807e-08
TinyLlama,knorm_0.5,6,22,-4.16184775531292e-09
TinyLlama,knorm_0.5,6,23,9.167706593871117e-10
TinyLlama,knorm_0.5,6,24,-4.387402441352606e-09
TinyLlama,knorm_0.5,6,25,1.1103111319243908e-08
TinyLlama,knorm_0.5,6,26,7.654307410120964e-09
TinyLlama,knorm_0.5,6,27,-3.4924596548080444e-09
TinyLlama,knorm_0.5,6,28,-2.546585164964199e-09
TinyLlama,knorm_0.5,6,29,4.147295840084553e-09
TinyLlama,knorm_0.5,6,30,3.14321368932724e-09
TinyLlama,knorm_0.5,6,31,-9.851646609604359e-09
TinyLlama,knorm_0.5,7,0,-5.6970748119056225e-09
TinyLlama,knorm_0.5,7,1,-1.9208528101444244e-09
TinyLlama,knorm_0.5,7,2,-3.4124241210520267e-09
TinyLlama,knorm_0.5,7,3,7.516064215451479e-09
TinyLlama,knorm_0.5,7,4,5.77711034566164e-09
TinyLlama,knorm_0.5,7,5,-1.0186340659856796e-08
TinyLlama,knorm_0.5,7,6,-3.2669049687683582e-09
TinyLlama,knorm_0.5,7,7,-4.896719474345446e-09
TinyLlama,knorm_0.5,7,8,5.973561201244593e-09
TinyLlama,knorm_0.5,7,9,-3.4633558243513107e-09
TinyLlama,knorm_0.5,7,10,-1.2878444977104664e-09
TinyLlama,knorm_0.5,7,11,-2.815795596688986e-09
TinyLlama,knorm_0.5,7,12,9.240466170012951e-10
TinyLlama,knorm_0.5,7,13,2.473825588822365e-10
TinyLlama,knorm_0.5,7,14,-7.3705450631678104e-09
TinyLlama,knorm_0.5,7,15,5.24596543982625e-09
TinyLlama,knorm_0.5,7,16,1.0040821507573128e-09
TinyLlama,knorm_0.5,7,17,4.052708391100168e-09
TinyLlama,knorm_0.5,7,18,4.5183696784079075e-09
TinyLlama,knorm_0.5,7,19,9.858922567218542e-09
TinyLlama,knorm_0.5,7,20,6.05359673500061e-09
TinyLlama,knorm_0.5,7,21,1.8844730220735073e-09
TinyLlama,knorm_0.5,7,22,-1.0266376193612814e-08
TinyLlama,knorm_0.5,7,23,-8.425558917224407e-09
TinyLlama,knorm_0.5,7,24,-6.832124199718237e-09
TinyLlama,knorm_0.5,7,25,9.997165761888027e-09
TinyLlama,knorm_0.5,7,26,9.233190212398767e-09
TinyLlama,knorm_0.5,7,27,1.2660166248679161e-09
TinyLlama,knorm_0.5,7,28,7.232301868498325e-09
TinyLlama,knorm_0.5,7,29,-9.415089152753353e-09
TinyLlama,knorm_0.5,7,30,-2.444721758365631e-09
TinyLlama,knorm_0.5,7,31,1.0935764294117689e-08
TinyLlama,knorm_0.5,8,0,-5.391484592109919e-09
TinyLlama,knorm_0.5,8,1,-3.7834979593753815e-10
TinyLlama,knorm_0.5,8,2,-1.5956175047904253e-08
TinyLlama,knorm_0.5,8,3,4.831235855817795e-09
TinyLlama,knorm_0.5,8,4,-1.7462298274040222e-09
TinyLlama,knorm_0.5,8,5,3.2887328416109085e-09
TinyLlama,knorm_0.5,8,6,7.60337570682168e-09
TinyLlama,knorm_0.5,8,7,-1.1772499419748783e-08
TinyLlama,knorm_0.5,8,8,7.588823791593313e-09
TinyLlama,knorm_0.5,8,9,1.2005330063402653e-08
TinyLlama,knorm_0.5,8,10,-1.2470991350710392e-08
TinyLlama,knorm_0.5,8,11,-5.784386303275824e-09
TinyLlama,knorm_0.5,8,12,2.0780134946107864e-08
TinyLlama,knorm_0.5,8,13,3.0704541131854057e-09
TinyLlama,knorm_0.5,8,14,8.796632755547762e-09
TinyLlama,knorm_0.5,8,15,-6.2282197177410126e-09
TinyLlama,knorm_0.5,8,16,8.38917912915349e-09
TinyLlama,knorm_0.5,8,17,-1.0360963642597198e-08
TinyLlama,knorm_0.5,8,18,-2.3792381398379803e-09
TinyLlama,knorm_0.5,8,19,-9.531504474580288e-10
TinyLlama,knorm_0.5,8,20,4.329194780439138e-09
TinyLlama,knorm_0.5,8,21,1.3751559890806675e-09
TinyLlama,knorm_0.5,8,22,-5.216861609369516e-09
TinyLlama,knorm_0.5,8,23,1.1241354513913393e-08
TinyLlama,knorm_0.5,8,24,1.3264070730656385e-08
TinyLlama,knorm_0.5,8,25,-8.796632755547762e-09
TinyLlama,knorm_0.5,8,26,7.83620635047555e-09
TinyLlama,knorm_0.5,8,27,5.624315235763788e-09
TinyLlama,knorm_0.5,8,28,-2.240994945168495e-09
TinyLlama,knorm_0.5,8,29,-9.713403414934874e-09
TinyLlama,knorm_0.5,8,30,-7.508788257837296e-09
TinyLlama,knorm_0.5,8,31,-4.780304152518511e-09
TinyLlama,knorm_0.5,9,0,7.174094207584858e-09
TinyLlama,knorm_0.5,9,1,-6.199115887284279e-09
TinyLlama,knorm_0.5,9,2,-2.837623469531536e-09
TinyLlama,knorm_0.5,9,3,7.363269105553627e-09
TinyLlama,knorm_0.5,9,4,1.0222720447927713e-08
TinyLlama,knorm_0.5,9,5,-2.684828359633684e-09
TinyLlama,knorm_0.5,9,6,4.030880518257618e-09
TinyLlama,knorm_0.5,9,7,5.020410753786564e-09
TinyLlama,knorm_0.5,9,8,2.510205376893282e-09
TinyLlama,knorm_0.5,9,9,6.744812708348036e-09
TinyLlama,knorm_0.5,9,10,4.612957127392292e-09
TinyLlama,knorm_0.5,9,11,6.613845471292734e-09
TinyLlama,knorm_0.5,9,12,-2.2846506908535957e-09
TinyLlama,knorm_0.5,9,13,8.825736586004496e-09
TinyLlama,knorm_0.5,9,14,1.2689270079135895e-08
TinyLlama,knorm_0.5,9,15,-2.0590960048139095e-09
TinyLlama,knorm_0.5,9,16,7.654307410120964e-09
TinyLlama,knorm_0.5,9,17,1.1117663234472275e-08
TinyLlama,knorm_0.5,9,18,-4.43833414465189e-09
TinyLlama,knorm_0.5,9,19,7.006747182458639e-09
TinyLlama,knorm_0.5,9,20,8.811184670776129e-09
TinyLlama,knorm_0.5,9,21,-2.015440259128809e-09
TinyLlama,knorm_0.5,9,22,-4.540197551250458e-09
TinyLlama,knorm_0.5,9,23,4.256435204297304e-09
TinyLlama,knorm_0.5,9,24,-4.081812221556902e-09
TinyLlama,knorm_0.5,9,25,1.4988472685217857e-09
TinyLlama,knorm_0.5,9,26,-9.74978320300579e-10
TinyLlama,knorm_0.5,9,27,1.2521923054009676e-08
TinyLlama,knorm_0.5,9,28,6.759364623576403e-09
TinyLlama,knorm_0.5,9,29,-7.894414011389017e-09
TinyLlama,knorm_0.5,9,30,-2.5756889954209328e-09
TinyLlama,knorm_0.5,9,31,8.971255738288164e-09
TinyLlama,knorm_0.5,10,0,-6.664777174592018e-09
TinyLlama,knorm_0.5,10,1,-7.152266334742308e-09
TinyLlama,knorm_0.5,10,2,1.2376403901726007e-08
TinyLlama,knorm_0.5,10,3,-6.039044819772243e-10
TinyLlama,knorm_0.5,10,4,-2.1827872842550278e-09
TinyLlama,knorm_0.5,10,5,-3.7834979593753815e-09
TinyLlama,knorm_0.5,10,6,4.7075445763766766e-09
TinyLlama,knorm_0.5,10,7,7.377821020781994e-09
TinyLlama,knorm_0.5,10,8,9.400537237524986e-09
TinyLlama,knorm_0.5,10,9,1.3169483281672e-09
TinyLlama,knorm_0.5,10,10,-2.9831426218152046e-09
TinyLlama,knorm_0.5,10,11,3.4924596548080444e-09
TinyLlama,knorm_0.5,10,12,1.1750671546906233e-08
TinyLlama,knorm_0.5,10,13,7.290509529411793e-09
TinyLlama,knorm_0.5,10,14,-4.001776687800884e-09
TinyLlama,knorm_0.5,10,15,1.1132215149700642e-08
TinyLlama,knorm_0.5,10,16,-1.2660166248679161e-09
TinyLlama,knorm_0.5,10,17,1.17652234621346e-08
TinyLlama,knorm_0.5,10,18,-1.520675141364336e-09
TinyLlama,knorm_0.5,10,19,4.081812221556902e-09
TinyLlama,knorm_0.5,10,20,-4.43833414465189e-10
TinyLlama,knorm_0.5,10,21,-4.285539034754038e-09
TinyLlama,knorm_0.5,10,22,3.550667315721512e-09
TinyLlama,knorm_0.5,10,23,-3.470631781965494e-09
TinyLlama,knorm_0.5,10,24,-5.0495145842432976e-09
TinyLlama,knorm_0.5,10,25,-2.7939677238464355e-09
TinyLlama,knorm_0.5,10,26,-1.2951204553246498e-09
TinyLlama,knorm_0.5,10,27,8.010829333215952e-09
TinyLlama,knorm_0.5,10,28,-4.009052645415068e-09
TinyLlama,knorm_0.5,10,29,9.764335118234158e-09
TinyLlama,knorm_0.5,10,30,2.240994945168495e-09
TinyLlama,knorm_0.5,10,31,-1.5934347175061703e-09
TinyLlama,knorm_0.5,11,0,-1.862645149230957e-09
TinyLlama,knorm_0.5,11,1,-1.543958205729723e-08
TinyLlama,knorm_0.5,11,2,7.574271876364946e-09
TinyLlama,knorm_0.5,11,3,1.4413672033697367e-08
TinyLlama,knorm_0.5,11,4,2.255546860396862e-09
TinyLlama,knorm_0.5,11,5,5.573383532464504e-09
TinyLlama,knorm_0.5,11,6,5.587935447692871e-09
TinyLlama,knorm_0.5,11,7,1.05355866253376e-08
TinyLlama,knorm_0.5,11,8,-6.2791514210402966e-09
TinyLlama,knorm_0.5,11,9,-1.433363649994135e-09
TinyLlama,knorm_0.5,11,10,1.5636032912880182e-08
TinyLlama,knorm_0.5,11,11,-4.678440745919943e-09
TinyLlama,knorm_0.5,11,12,1.2732925824820995e-09
TinyLlama,knorm_0.5,11,13,-2.342858351767063e-09
TinyLlama,knorm_0.5,11,14,1.5410478226840496e-08
TinyLlama,knorm_0.5,11,15,-2.1755113266408443e-09
TinyLlama,knorm_0.5,11,16,-8.374627213925123e-09
TinyLlama,knorm_0.5,11,17,-1.2718373909592628e-08
TinyLlama,knorm_0.5,11,18,-3.9726728573441505e-09
TinyLlama,knorm_0.5,11,19,-8.003553375601768e-11
TinyLlama,knorm_0.5,11,20,1.2099917512387037e-08
TinyLlama,knorm_0.5,11,21,1.0026269592344761e-08
TinyLlama,knorm_0.5,11,22,-2.86672729998827e-09
TinyLlama,knorm_0.5,11,23,1.153239281848073e-08
TinyLlama,knorm_0.5,11,24,1.2441887520253658e-09
TinyLlama,knorm_0.5,11,25,8.731149137020111e-11
TinyLlama,knorm_0.5,11,26,8.651113603264093e-09
TinyLlama,knorm_0.5,11,27,-1.7971615307033062e-09
TinyLlama,knorm_0.5,11,28,1.2842065189033747e-08
TinyLlama,knorm_0.5,11,29,-2.7284841053187847e-09
TinyLlama,knorm_0.5,11,30,2.2118911147117615e-09
TinyLlama,knorm_0.5,11,31,1.0928488336503506e-08
TinyLlama,knorm_0.5,12,0,7.690687198191881e-09
TinyLlama,knorm_0.5,12,1,1.1095835361629725e-08
TinyLlama,knorm_0.5,12,2,-2.0445440895855427e-09
TinyLlama,knorm_0.5,12,3,1.2209056876599789e-08
TinyLlama,knorm_0.5,12,4,4.794856067746878e-09
TinyLlama,knorm_0.5,12,5,-3.3178366720676422e-09
TinyLlama,knorm_0.5,12,6,-6.402842700481415e-09
TinyLlama,knorm_0.5,12,7,-8.680217433720827e-09
TinyLlama,knorm_0.5,12,8,-3.979948814958334e-09
TinyLlama,knorm_0.5,12,9,1.068110577762127e-08
TinyLlama,knorm_0.5,12,10,7.777998689562082e-09
TinyLlama,knorm_0.5,12,11,3.0850060284137726e-09
TinyLlama,knorm_0.5,12,12,6.686605047434568e-09
TinyLlama,knorm_0.5,12,13,-1.4551915228366852e-10
TinyLlama,knorm_0.5,12,14,5.820766091346741e-10
TinyLlama,knorm_0.5,12,15,-5.486072041094303e-09
TinyLlama,knorm_0.5,12,16,7.850758265703917e-09
TinyLlama,knorm_0.5,12,17,1.5956175047904253e-08
TinyLlama,knorm_0.5,12,18,2.764863893389702e-09
TinyLlama,knorm_0.5,12,19,1.4304532669484615e-08
TinyLlama,knorm_0.5,12,20,-9.189534466713667e-09
TinyLlama,knorm_0.5,12,21,2.9976945370435715e-09
TinyLlama,knorm_0.5,12,22,6.155460141599178e-09
TinyLlama,knorm_0.5,12,23,5.929905455559492e-09
TinyLlama,knorm_0.5,12,24,-6.330083124339581e-10
TinyLlama,knorm_0.5,12,25,7.814378477633e-09
TinyLlama,knorm_0.5,12,26,1.964508555829525e-09
TinyLlama,knorm_0.5,12,27,-1.8917489796876907e-09
TinyLlama,knorm_0.5,12,28,-3.6961864680051804e-09
TinyLlama,knorm_0.5,12,29,-1.5861587598919868e-09
TinyLlama,knorm_0.5,12,30,1.0186340659856796e-10
TinyLlama,knorm_0.5,12,31,1.2878444977104664e-09
TinyLlama,knorm_0.5,13,0,-4.059984348714352e-09
TinyLlama,knorm_0.5,13,1,5.638867150992155e-09
TinyLlama,knorm_0.5,13,2,-4.249159246683121e-09
TinyLlama,knorm_0.5,13,3,6.664777174592018e-09
TinyLlama,knorm_0.5,13,4,5.908077582716942e-09
TinyLlama,knorm_0.5,13,5,3.346940502524376e-10
TinyLlama,knorm_0.5,13,6,6.511982064694166e-09
TinyLlama,knorm_0.5,13,7,1.2092641554772854e-08
TinyLlama,knorm_0.5,13,8,3.14321368932724e-09
TinyLlama,knorm_0.5,13,9,-9.70612745732069e-09
TinyLlama,knorm_0.5,13,10,6.955815479159355e-09
TinyLlama,knorm_0.5,13,11,7.654307410120964e-09
TinyLlama,knorm_0.5,13,12,-1.3504177331924438e-08
TinyLlama,knorm_0.5,13,13,-6.424670573323965e-09
TinyLlama,knorm_0.5,13,14,-8.236384019255638e-09
TinyLlama,knorm_0.5,13,15,-1.8189894035458565e-10
TinyLlama,knorm_0.5,13,16,6.293703336268663e-09
TinyLlama,knorm_0.5,13,17,4.409230314195156e-09
TinyLlama,knorm_0.5,13,18,-1.811713445931673e-09
TinyLlama,knorm_0.5,13,19,4.8603396862745285e-09
TinyLlama,knorm_0.5,13,20,-1.1641532182693481e-09
TinyLlama,knorm_0.5,13,21,9.531504474580288e-09
TinyLlama,knorm_0.5,13,22,5.5952114053070545e-09
TinyLlama,knorm_0.5,13,23,-5.893525667488575e-10
TinyLlama,knorm_0.5,13,24,-7.4214767664670944e-09
TinyLlama,knorm_0.5,13,25,2.473825588822365e-10
TinyLlama,knorm_0.5,13,26,1.153239281848073e-08
TinyLlama,knorm_0.5,13,27,3.9726728573441505e-09
TinyLlama,knorm_0.5,13,28,-8.43283487483859e-09
TinyLlama,knorm_0.5,13,29,2.9322109185159206e-09
TinyLlama,knorm_0.5,13,30,1.0186340659856796e-10
TinyLlama,knorm_0.5,13,31,4.001776687800884e-10
TinyLlama,knorm_0.5,14,0,1.3606040738523006e-09
TinyLlama,knorm_0.5,14,1,4.001776687800884e-09
TinyLlama,knorm_0.5,14,2,1.4537363313138485e-08
TinyLlama,knorm_0.5,14,3,-5.682522896677256e-09
TinyLlama,knorm_0.5,14,4,5.180481821298599e-09
TinyLlama,knorm_0.5,14,5,1.0848452802747488e-08
TinyLlama,knorm_0.5,14,6,7.697963155806065e-09
TinyLlama,knorm_0.5,14,7,3.1141098588705063e-09
TinyLlama,knorm_0.5,14,8,9.582436177879572e-09
TinyLlama,knorm_0.5,14,9,-6.693881005048752e-10
TinyLlama,knorm_0.5,14,10,-7.981725502759218e-09
TinyLlama,knorm_0.5,14,11,9.604264050722122e-10
TinyLlama,knorm_0.5,14,12,7.828930392861366e-09
TinyLlama,knorm_0.5,14,13,4.874891601502895e-09
TinyLlama,knorm_0.5,14,14,-3.1868694350123405e-09
TinyLlama,knorm_0.5,14,15,-2.2264430299401283e-09
TinyLlama,knorm_0.5,14,16,-7.385096978396177e-09
TinyLlama,knorm_0.5,14,17,3.5943230614066124e-09
TinyLlama,knorm_0.5,14,18,-4.3655745685100555e-11
TinyLlama,knorm_0.5,14,19,7.355993147939444e-09
TinyLlama,knorm_0.5,14,20,-2.9976945370435715e-09
TinyLlama,knorm_0.5,14,21,-4.380126483738422e-09
TinyLlama,knorm_0.5,14,22,7.596099749207497e-09
TinyLlama,knorm_0.5,14,23,1.3475073501467705e-08
