model,method,layer,head,kl_divergence
TinyLlama,delta_int8,15,3,5.384208634495735e-10
TinyLlama,delta_int8,15,4,-9.888026397675276e-09
TinyLlama,delta_int8,15,5,-1.1641532182693481e-09
TinyLlama,delta_int8,15,6,9.116774890571833e-09
TinyLlama,delta_int8,15,7,2.3865140974521637e-09
TinyLlama,delta_int8,15,8,1.025910023599863e-09
TinyLlama,delta_int8,15,9,8.294591680169106e-10
TinyLlama,delta_int8,15,10,-1.1314114090055227e-08
TinyLlama,delta_int8,15,11,6.148184183984995e-09
TinyLlama,delta_int8,15,12,-3.0704541131854057e-09
TinyLlama,delta_int8,15,13,8.774804882705212e-09
TinyLlama,delta_int8,15,14,-2.9976945370435715e-09
TinyLlama,delta_int8,15,15,4.2637111619114876e-09
TinyLlama,delta_int8,15,16,-6.548361852765083e-10
TinyLlama,delta_int8,15,17,9.022187441587448e-10
TinyLlama,delta_int8,15,18,-4.045432433485985e-09
TinyLlama,delta_int8,15,19,3.4924596548080444e-09
TinyLlama,delta_int8,15,20,9.49512468650937e-09
TinyLlama,delta_int8,15,21,9.589712135493755e-09
TinyLlama,delta_int8,15,22,3.65253072232008e-09
TinyLlama,delta_int8,15,23,-7.130438461899757e-09
TinyLlama,delta_int8,15,24,1.0964868124574423e-08
TinyLlama,delta_int8,15,25,2.735760062932968e-09
TinyLlama,delta_int8,15,26,-8.934875950217247e-09
TinyLlama,delta_int8,15,27,1.2150849215686321e-09
TinyLlama,delta_int8,15,28,-7.763446774333715e-09
TinyLlama,delta_int8,15,29,-3.899913281202316e-09
TinyLlama,delta_int8,15,30,6.693881005048752e-09
TinyLlama,delta_int8,15,31,-1.6618287190794945e-08
TinyLlama,delta_int8,16,0,-2.2628228180110455e-09
TinyLlama,delta_int8,16,1,8.34552338346839e-09
TinyLlama,delta_int8,16,2,2.371962182223797e-09
TinyLlama,delta_int8,16,3,5.609763320535421e-09
TinyLlama,delta_int8,16,4,-5.5952114053070545e-09
TinyLlama,delta_int8,16,5,-4.067260306328535e-09
TinyLlama,delta_int8,16,6,2.6411726139485836e-09
TinyLlama,delta_int8,16,7,-9.029463399201632e-09
TinyLlama,delta_int8,16,8,5.173205863684416e-09
TinyLlama,delta_int8,16,9,-2.9685907065868378e-09
TinyLlama,delta_int8,16,10,-6.846676114946604e-09
TinyLlama,delta_int8,16,11,-4.729372449219227e-10
TinyLlama,delta_int8,16,12,1.0913936421275139e-09
TinyLlama,delta_int8,16,13,-1.0273652151226997e-08
TinyLlama,delta_int8,16,14,2.0911102183163166e-08
TinyLlama,delta_int8,16,15,-3.1868694350123405e-09
TinyLlama,delta_int8,16,16,-1.129956217482686e-08
TinyLlama,delta_int8,16,17,1.2150849215686321e-09
TinyLlama,delta_int8,16,18,-6.206391844898462e-09
TinyLlama,delta_int8,16,19,-1.0288204066455364e-08
TinyLlama,delta_int8,16,20,1.7971615307033062e-09
TinyLlama,delta_int8,16,21,1.71203282661736e-08
TinyLlama,delta_int8,16,22,6.890331860631704e-09
TinyLlama,delta_int8,16,23,-9.364157449454069e-09
TinyLlama,delta_int8,16,24,4.0745362639427185e-09
TinyLlama,delta_int8,16,25,-1.418811734765768e-09
TinyLlama,delta_int8,16,26,6.468326319009066e-09
TinyLlama,delta_int8,16,27,4.045432433485985e-09
TinyLlama,delta_int8,16,28,-4.6566128730773926e-09
TinyLlama,delta_int8,16,29,-1.023727236315608e-08
TinyLlama,delta_int8,16,30,1.1845258995890617e-08
TinyLlama,delta_int8,16,31,1.3365934137254953e-08
TinyLlama,delta_int8,17,0,-9.42964106798172e-09
TinyLlama,delta_int8,17,1,8.309143595397472e-09
TinyLlama,delta_int8,17,2,2.2482709027826786e-09
TinyLlama,delta_int8,17,3,-2.255546860396862e-10
TinyLlama,delta_int8,17,4,8.578354027122259e-09
TinyLlama,delta_int8,17,5,-7.312337402254343e-09
TinyLlama,delta_int8,17,6,6.461050361394882e-09
TinyLlama,delta_int8,17,7,3.026798367500305e-09
TinyLlama,delta_int8,17,8,-9.677023626863956e-10
TinyLlama,delta_int8,17,9,-1.2405507732182741e-08
TinyLlama,delta_int8,17,10,-3.7034624256193638e-09
TinyLlama,delta_int8,17,11,-4.5838532969355583e-10
TinyLlama,delta_int8,17,12,-2.648448571562767e-09
TinyLlama,delta_int8,17,13,8.250935934484005e-09
TinyLlama,delta_int8,17,14,6.548361852765083e-09
TinyLlama,delta_int8,17,15,-4.685716703534126e-09
TinyLlama,delta_int8,17,16,2.9249349609017372e-09
TinyLlama,delta_int8,17,17,-1.0331859812140465e-09
TinyLlama,delta_int8,17,18,-3.3905962482094765e-09
TinyLlama,delta_int8,17,19,1.6880221664905548e-09
TinyLlama,delta_int8,17,20,-1.7462298274040222e-10
TinyLlama,delta_int8,17,21,-1.2129021342843771e-08
TinyLlama,delta_int8,17,22,8.651113603264093e-09
TinyLlama,delta_int8,17,23,5.362380761653185e-09
TinyLlama,delta_int8,17,24,-9.968061931431293e-09
TinyLlama,delta_int8,17,25,8.127244655042887e-09
TinyLlama,delta_int8,17,26,-3.3905962482094765e-09
TinyLlama,delta_int8,17,27,-3.128661774098873e-09
TinyLlama,delta_int8,17,28,-7.967173587530851e-09
TinyLlama,delta_int8,17,29,-3.812601789832115e-09
TinyLlama,delta_int8,17,30,2.4519977159798145e-09
TinyLlama,delta_int8,17,31,-1.8699211068451405e-09
TinyLlama,delta_int8,18,0,1.025910023599863e-09
TinyLlama,delta_int8,18,1,5.915353540331125e-09
TinyLlama,delta_int8,18,2,2.255546860396862e-10
TinyLlama,delta_int8,18,3,1.0913936421275139e-09
TinyLlama,delta_int8,18,4,1.433363649994135e-09
TinyLlama,delta_int8,18,5,5.515175871551037e-09
TinyLlama,delta_int8,18,6,-1.3387762010097504e-09
TinyLlama,delta_int8,18,7,-6.104528438299894e-09
TinyLlama,delta_int8,18,8,7.756170816719532e-09
TinyLlama,delta_int8,18,9,3.987224772572517e-09
TinyLlama,delta_int8,18,10,7.83620635047555e-09
TinyLlama,delta_int8,18,11,-2.5320332497358322e-09
TinyLlama,delta_int8,18,12,2.6921043172478676e-09
TinyLlama,delta_int8,18,13,6.883055903017521e-09
TinyLlama,delta_int8,18,14,1.7462298274040222e-10
TinyLlama,delta_int8,18,15,-8.96397978067398e-09
TinyLlama,delta_int8,18,16,7.916241884231567e-09
TinyLlama,delta_int8,18,17,-2.000888343900442e-09
TinyLlama,delta_int8,18,18,1.686566974967718e-08
TinyLlama,delta_int8,18,19,2.6266206987202168e-09
TinyLlama,delta_int8,18,20,-1.7826096154749393e-09
TinyLlama,delta_int8,18,21,-3.7180143408477306e-09
TinyLlama,delta_int8,18,22,-1.6836565919220448e-08
TinyLlama,delta_int8,18,23,1.2325472198426723e-08
TinyLlama,delta_int8,18,24,-1.622538547962904e-09
TinyLlama,delta_int8,18,25,-3.5579432733356953e-09
TinyLlama,delta_int8,18,26,9.458744898438454e-10
TinyLlama,delta_int8,18,27,3.194145392626524e-09
TinyLlama,delta_int8,18,28,4.48198989033699e-09
TinyLlama,delta_int8,18,29,2.5756889954209328e-09
TinyLlama,delta_int8,18,30,-8.89849616214633e-09
TinyLlama,delta_int8,18,31,2.903107088059187e-09
TinyLlama,delta_int8,19,0,1.1714291758835316e-09
TinyLlama,delta_int8,19,1,4.169123712927103e-09
TinyLlama,delta_int8,19,2,-1.2514647096395493e-09
TinyLlama,delta_int8,19,3,2.9685907065868378e-09
TinyLlama,delta_int8,19,4,1.8320861272513866e-08
TinyLlama,delta_int8,19,5,5.660695023834705e-09
TinyLlama,delta_int8,19,6,5.158653948456049e-09
TinyLlama,delta_int8,19,7,-4.867615643888712e-09
TinyLlama,delta_int8,19,8,3.798049874603748e-09
TinyLlama,delta_int8,19,9,9.42964106798172e-09
TinyLlama,delta_int8,19,10,8.36735125631094e-10
TinyLlama,delta_int8,19,11,8.447386790066957e-09
TinyLlama,delta_int8,19,12,4.976755008101463e-09
TinyLlama,delta_int8,19,13,8.461938705295324e-09
TinyLlama,delta_int8,19,14,-8.87666828930378e-10
TinyLlama,delta_int8,19,15,1.178705133497715e-09
TinyLlama,delta_int8,19,16,6.344635039567947e-09
TinyLlama,delta_int8,19,17,7.341441232711077e-09
TinyLlama,delta_int8,19,18,-4.94765117764473e-10
TinyLlama,delta_int8,19,19,8.207280188798904e-09
TinyLlama,delta_int8,19,20,1.44427758641541e-08
TinyLlama,delta_int8,19,21,7.0285750553011894e-09
TinyLlama,delta_int8,19,22,3.92901711165905e-10
TinyLlama,delta_int8,19,23,-1.7462298274040222e-10
TinyLlama,delta_int8,19,24,2.0372681319713593e-10
TinyLlama,delta_int8,19,25,2.837623469531536e-09
TinyLlama,delta_int8,19,26,8.403731044381857e-09
TinyLlama,delta_int8,19,27,1.2034433893859386e-08
TinyLlama,delta_int8,19,28,8.956703823059797e-09
TinyLlama,delta_int8,19,29,9.262294042855501e-09
TinyLlama,delta_int8,19,30,9.094947017729282e-09
TinyLlama,delta_int8,19,31,1.1204974725842476e-08
TinyLlama,delta_int8,20,0,-3.434251993894577e-09
TinyLlama,delta_int8,20,1,5.0495145842432976e-09
TinyLlama,delta_int8,20,2,-6.024492904543877e-09
TinyLlama,delta_int8,20,3,1.102307578548789e-08
TinyLlama,delta_int8,20,4,-7.676135282963514e-09
TinyLlama,delta_int8,20,5,6.861228030174971e-09
TinyLlama,delta_int8,20,6,8.512870408594608e-09
TinyLlama,delta_int8,20,7,-4.6711647883057594e-09
TinyLlama,delta_int8,20,8,1.6370904631912708e-09
TinyLlama,delta_int8,20,9,8.280039764940739e-09
TinyLlama,delta_int8,20,10,-2.546585164964199e-09
TinyLlama,delta_int8,20,11,3.637978807091713e-11
TinyLlama,delta_int8,20,12,1.2514647096395493e-09
TinyLlama,delta_int8,20,13,3.637978807091713e-10
TinyLlama,delta_int8,20,14,-6.250047590583563e-09
TinyLlama,delta_int8,20,15,8.36735125631094e-10
TinyLlama,delta_int8,20,16,-1.4115357771515846e-09
TinyLlama,delta_int8,20,17,-1.4115357771515846e-09
TinyLlama,delta_int8,20,18,8.571078069508076e-09
TinyLlama,delta_int8,20,19,8.301867637783289e-09
TinyLlama,delta_int8,20,20,1.3693352229893208e-08
TinyLlama,delta_int8,20,21,-3.943569026887417e-09
TinyLlama,delta_int8,20,22,3.3396645449101925e-09
TinyLlama,delta_int8,20,23,8.41100700199604e-09
TinyLlama,delta_int8,20,24,-3.768946044147015e-09
TinyLlama,delta_int8,20,25,-8.163624443113804e-09
TinyLlama,delta_int8,20,26,-1.3758835848420858e-08
TinyLlama,delta_int8,20,27,8.061761036515236e-09
TinyLlama,delta_int8,20,28,5.558831617236137e-09
TinyLlama,delta_int8,20,29,1.885928213596344e-08
TinyLlama,delta_int8,20,30,1.2951204553246498e-09
TinyLlama,delta_int8,20,31,-1.0935764294117689e-08
TinyLlama,delta_int8,21,0,-8.454662747681141e-09
TinyLlama,delta_int8,21,1,2.1100277081131935e-10
TinyLlama,delta_int8,21,2,7.668859325349331e-09
TinyLlama,delta_int8,21,3,-7.763446774333715e-09
TinyLlama,delta_int8,21,4,8.585629984736443e-10
TinyLlama,delta_int8,21,5,-6.664777174592018e-09
TinyLlama,delta_int8,21,6,-2.371962182223797e-09
TinyLlama,delta_int8,21,7,-7.763446774333715e-09
TinyLlama,delta_int8,21,8,-7.494236342608929e-09
TinyLlama,delta_int8,21,9,5.929905455559492e-09
TinyLlama,delta_int8,21,10,9.89530235528946e-10
TinyLlama,delta_int8,21,11,-1.2660166248679161e-09
TinyLlama,delta_int8,21,12,-3.710738383233547e-10
TinyLlama,delta_int8,21,13,-3.106833901256323e-09
TinyLlama,delta_int8,21,14,-7.908965926617384e-09
TinyLlama,delta_int8,21,15,-1.2500095181167126e-08
TinyLlama,delta_int8,21,16,8.66566551849246e-09
TinyLlama,delta_int8,21,17,5.537003744393587e-09
TinyLlama,delta_int8,21,18,1.4937540981918573e-08
TinyLlama,delta_int8,21,19,-1.0499206837266684e-08
TinyLlama,delta_int8,21,20,4.678440745919943e-09
TinyLlama,delta_int8,21,21,-2.975866664201021e-09
TinyLlama,delta_int8,21,22,-9.96078597381711e-09
TinyLlama,delta_int8,21,23,1.7462298274040222e-09
TinyLlama,delta_int8,21,24,1.2223608791828156e-09
TinyLlama,delta_int8,21,25,7.712515071034431e-10
TinyLlama,delta_int8,21,26,7.566995918750763e-10
TinyLlama,delta_int8,21,27,-4.336470738053322e-09
TinyLlama,delta_int8,21,28,-3.2159732654690742e-09
TinyLlama,delta_int8,21,29,6.068148650228977e-09
TinyLlama,delta_int8,21,30,5.020410753786564e-09
TinyLlama,delta_int8,21,31,7.203198038041592e-09
TinyLlama,kivi_int4,0,0,8.003553375601768e-11
TinyLlama,kivi_int4,0,1,-4.7075445763766766e-09
TinyLlama,kivi_int4,0,2,8.287315722554922e-09
TinyLlama,kivi_int4,0,3,-5.9881131164729595e-09
TinyLlama,kivi_int4,0,4,-6.03176886215806e-09
TinyLlama,kivi_int4,0,5,1.9426806829869747e-09
TinyLlama,kivi_int4,0,6,5.296897143125534e-09
TinyLlama,kivi_int4,0,7,6.2282197177410126e-09
TinyLlama,kivi_int4,0,8,2.735760062932968e-09
TinyLlama,kivi_int4,0,9,-5.158653948456049e-09
TinyLlama,kivi_int4,0,10,5.675246939063072e-10
TinyLlama,kivi_int4,0,11,-4.99130692332983e-09
TinyLlama,kivi_int4,0,12,2.1755113266408443e-08
TinyLlama,kivi_int4,0,13,1.2878444977104664e-09
TinyLlama,kivi_int4,0,14,-2.321030478924513e-09
TinyLlama,kivi_int4,0,15,1.9863364286720753e-08
TinyLlama,kivi_int4,0,16,-5.929905455559492e-09
TinyLlama,kivi_int4,0,17,-3.92901711165905e-09
TinyLlama,kivi_int4,0,18,-4.984030965715647e-09
TinyLlama,kivi_int4,0,19,-8.789356797933578e-09
TinyLlama,kivi_int4,0,20,-7.3196133598685265e-09
TinyLlama,kivi_int4,0,21,-3.4124241210520267e-09
TinyLlama,kivi_int4,0,22,3.3032847568392754e-09
TinyLlama,kivi_int4,0,23,-1.0550138540565968e-08
TinyLlama,kivi_int4,0,24,-2.6921043172478676e-10
TinyLlama,kivi_int4,0,25,6.693881005048752e-09
TinyLlama,kivi_int4,0,26,-2.0081643015146255e-09
TinyLlama,kivi_int4,0,27,3.41970007866621e-10
TinyLlama,kivi_int4,0,28,-8.207280188798904e-09
TinyLlama,kivi_int4,0,29,7.275957614183426e-11
TinyLlama,kivi_int4,0,30,-8.003553375601768e-11
TinyLlama,kivi_int4,0,31,5.289621185511351e-09
TinyLlama,kivi_int4,1,0,-2.8085196390748024e-09
TinyLlama,kivi_int4,1,1,-3.6670826375484467e-09
TinyLlama,kivi_int4,1,2,1.3715180102735758e-08
TinyLlama,kivi_int4,1,3,-3.587047103792429e-09
TinyLlama,kivi_int4,1,4,-8.294591680169106e-10
TinyLlama,kivi_int4,1,5,2.3283064365386963e-09
TinyLlama,kivi_int4,1,6,-1.1757947504520416e-08
TinyLlama,kivi_int4,1,7,-4.903995431959629e-09
TinyLlama,kivi_int4,1,8,-1.097942003980279e-08
TinyLlama,kivi_int4,1,9,-3.623426891863346e-09
TinyLlama,kivi_int4,1,10,-2.975866664201021e-09
TinyLlama,kivi_int4,1,11,-1.2369127944111824e-09
TinyLlama,kivi_int4,1,12,1.0295480024069548e-08
TinyLlama,kivi_int4,1,13,-5.762558430433273e-09
TinyLlama,kivi_int4,1,14,1.0884832590818405e-08
TinyLlama,kivi_int4,1,15,-5.413312464952469e-09
TinyLlama,kivi_int4,1,16,5.420588422566652e-09
TinyLlama,kivi_int4,1,17,-4.5183696784079075e-09
TinyLlama,kivi_int4,1,18,-1.0128132998943329e-08
TinyLlama,kivi_int4,1,19,1.7389538697898388e-09
TinyLlama,kivi_int4,1,20,-2.6557245291769505e-09
TinyLlama,kivi_int4,1,21,2.10275175049901e-09
TinyLlama,kivi_int4,1,22,4.067260306328535e-09
TinyLlama,kivi_int4,1,23,-2.9976945370435715e-09
TinyLlama,kivi_int4,1,24,-1.949956640601158e-08
TinyLlama,kivi_int4,1,25,-7.086782716214657e-09
TinyLlama,kivi_int4,1,26,-4.496541805565357e-09
TinyLlama,kivi_int4,1,27,1.0695657692849636e-09
TinyLlama,kivi_int4,1,28,1.6218109522014856e-08
TinyLlama,kivi_int4,1,29,6.439222488552332e-09
TinyLlama,kivi_int4,1,30,-5.624315235763788e-09
TinyLlama,kivi_int4,1,31,-5.75528247281909e-09
TinyLlama,kivi_int4,2,0,-3.0122464522719383e-09
TinyLlama,kivi_int4,2,1,-2.393790055066347e-09
TinyLlama,kivi_int4,2,2,8.585629984736443e-10
TinyLlama,kivi_int4,2,3,3.761670086532831e-09
TinyLlama,kivi_int4,2,4,1.3511453289538622e-08
TinyLlama,kivi_int4,2,5,4.598405212163925e-09
TinyLlama,kivi_int4,2,6,-1.9936123862862587e-09
TinyLlama,kivi_int4,2,7,5.093170329928398e-11
TinyLlama,kivi_int4,2,8,-1.1714291758835316e-09
TinyLlama,kivi_int4,2,9,-1.7389538697898388e-09
TinyLlama,kivi_int4,2,10,2.0372681319713593e-08
TinyLlama,kivi_int4,2,11,8.803908713161945e-10
TinyLlama,kivi_int4,2,12,-4.401954356580973e-09
TinyLlama,kivi_int4,2,13,-5.449692253023386e-09
TinyLlama,kivi_int4,2,14,2.735760062932968e-09
TinyLlama,kivi_int4,2,15,-5.602487362921238e-09
TinyLlama,kivi_int4,2,16,9.567884262651205e-09
TinyLlama,kivi_int4,2,17,2.240994945168495e-09
TinyLlama,kivi_int4,2,18,4.198227543383837e-09
TinyLlama,kivi_int4,2,19,5.180481821298599e-09
TinyLlama,kivi_int4,2,20,1.1350493878126144e-09
TinyLlama,kivi_int4,2,21,-8.658389560878277e-10
TinyLlama,kivi_int4,2,22,-9.487848728895187e-09
TinyLlama,kivi_int4,2,23,1.6007106751203537e-10
TinyLlama,kivi_int4,2,24,6.184563972055912e-10
TinyLlama,kivi_int4,2,25,7.566995918750763e-10
TinyLlama,kivi_int4,2,26,-2.079468686133623e-08
TinyLlama,kivi_int4,2,27,1.2434611562639475e-08
TinyLlama,kivi_int4,2,28,5.078618414700031e-09
TinyLlama,kivi_int4,2,29,-4.634785000234842e-09
TinyLlama,kivi_int4,2,30,-9.596988093107939e-09
TinyLlama,kivi_int4,2,31,4.089088179171085e-09
TinyLlama,kivi_int4,3,0,3.194145392626524e-09
TinyLlama,kivi_int4,3,1,9.327777661383152e-09
TinyLlama,kivi_int4,3,2,5.8353180065751076e-09
TinyLlama,kivi_int4,3,3,6.0390448197722435e-09
TinyLlama,kivi_int4,3,4,1.800799509510398e-08
TinyLlama,kivi_int4,3,5,9.458744898438454e-11
TinyLlama,kivi_int4,3,6,5.7989382185041904e-09
TinyLlama,kivi_int4,3,7,-1.2587406672537327e-09
TinyLlama,kivi_int4,3,8,2.219167072325945e-09
TinyLlama,kivi_int4,3,9,-1.2201780918985605e-08
TinyLlama,kivi_int4,3,10,1.2514647096395493e-09
TinyLlama,kivi_int4,3,11,2.2773747332394123e-09
TinyLlama,kivi_int4,3,12,1.2005330063402653e-09
TinyLlama,kivi_int4,3,13,1.2674718163907528e-08
TinyLlama,kivi_int4,3,14,-4.052708391100168e-09
TinyLlama,kivi_int4,3,15,1.0964868124574423e-08
TinyLlama,kivi_int4,3,16,1.8197169993072748e-08
TinyLlama,kivi_int4,3,17,1.4406396076083183e-09
TinyLlama,kivi_int4,3,18,-4.976755008101463e-09
TinyLlama,kivi_int4,3,19,1.9572325982153416e-09
TinyLlama,kivi_int4,3,20,6.628397386521101e-09
TinyLlama,kivi_int4,3,21,5.6461431086063385e-09
TinyLlama,kivi_int4,3,22,-3.2232492230832577e-09
TinyLlama,kivi_int4,3,23,-2.6411726139485836e-09
TinyLlama,kivi_int4,3,24,6.933987606316805e-09
TinyLlama,kivi_int4,3,25,-1.047010300680995e-08
TinyLlama,kivi_int4,3,26,-1.6771082300692797e-08
TinyLlama,kivi_int4,3,27,-1.964508555829525e-09
TinyLlama,kivi_int4,3,28,2.7575879357755184e-09
TinyLlama,kivi_int4,3,29,3.8708094507455826e-09
TinyLlama,kivi_int4,3,30,-9.240466170012951e-09
TinyLlama,kivi_int4,3,31,-4.4674379751086235e-09
TinyLlama,kivi_int4,4,0,1.7811544239521027e-08
TinyLlama,kivi_int4,4,1,1.5643308870494366e-09
TinyLlama,kivi_int4,4,2,5.384208634495735e-10
TinyLlama,kivi_int4,4,3,1.2369127944111824e-10
TinyLlama,kivi_int4,4,4,-3.768946044147015e-09
TinyLlama,kivi_int4,4,5,-1.3096723705530167e-09
TinyLlama,kivi_int4,4,6,-4.292814992368221e-09
TinyLlama,kivi_int4,4,7,5.980837158858776e-09
TinyLlama,kivi_int4,4,8,-1.6516423784196377e-09
TinyLlama,kivi_int4,4,9,1.2718373909592628e-08
TinyLlama,kivi_int4,4,10,9.073119144886732e-09
TinyLlama,kivi_int4,4,11,5.326000973582268e-09
TinyLlama,kivi_int4,4,12,6.752088665962219e-09
TinyLlama,kivi_int4,4,13,-3.776222001761198e-09
TinyLlama,kivi_int4,4,14,1.1648808140307665e-08
TinyLlama,kivi_int4,4,15,1.6298145055770874e-09
TinyLlama,kivi_int4,4,16,7.639755494892597e-10
TinyLlama,kivi_int4,4,17,7.974449545145035e-09
TinyLlama,kivi_int4,4,18,3.448803909122944e-09
TinyLlama,kivi_int4,4,19,3.892637323588133e-09
TinyLlama,kivi_int4,4,20,3.587047103792429e-09
TinyLlama,kivi_int4,4,21,-1.229636836796999e-09
TinyLlama,kivi_int4,4,22,-1.433363649994135e-09
TinyLlama,kivi_int4,4,23,-2.1609594114124775e-09
TinyLlama,kivi_int4,4,24,3.4779077395796776e-09
TinyLlama,kivi_int4,4,25,1.2369127944111824e-10
TinyLlama,kivi_int4,4,26,8.825736586004496e-09
TinyLlama,kivi_int4,4,27,-1.0033545549958944e-08
TinyLlama,kivi_int4,4,28,2.6702764444053173e-09
TinyLlama,kivi_int4,4,29,-1.2660166248679161e-09
TinyLlama,kivi_int4,4,30,-5.951733328402042e-09
TinyLlama,kivi_int4,4,31,-1.0710209608078003e-08
TinyLlama,kivi_int4,5,0,8.11269273981452e-09
TinyLlama,kivi_int4,5,1,-4.71482053399086e-09
TinyLlama,kivi_int4,5,2,-6.693881005048752e-09
TinyLlama,kivi_int4,5,3,4.009052645415068e-09
TinyLlama,kivi_int4,5,4,-5.362380761653185e-09
TinyLlama,kivi_int4,5,5,-4.132743924856186e-09
TinyLlama,kivi_int4,5,6,-9.313225746154785e-10
TinyLlama,kivi_int4,5,7,-4.816683940589428e-09
TinyLlama,kivi_int4,5,8,1.4551915228366852e-10
TinyLlama,kivi_int4,5,9,9.233190212398767e-09
TinyLlama,kivi_int4,5,10,-3.3760443329811096e-09
TinyLlama,kivi_int4,5,11,2.1827872842550278e-09
TinyLlama,kivi_int4,5,12,-2.1464074961841106e-09
TinyLlama,kivi_int4,5,13,2.9176590032875538e-09
TinyLlama,kivi_int4,5,14,-1.0368239600211382e-08
TinyLlama,kivi_int4,5,15,-2.5684130378067493e-09
TinyLlama,kivi_int4,5,16,-2.2482709027826786e-09
TinyLlama,kivi_int4,5,17,-1.4762917999178171e-08
TinyLlama,kivi_int4,5,18,-5.333276931196451e-09
TinyLlama,kivi_int4,5,19,-3.848981577903032e-09
TinyLlama,kivi_int4,5,20,-4.8603396862745285e-09
TinyLlama,kivi_int4,5,21,4.220055416226387e-09
TinyLlama,kivi_int4,5,22,2.321030478924513e-09
TinyLlama,kivi_int4,5,23,4.525645636022091e-09
TinyLlama,kivi_int4,5,24,6.657501216977835e-09
TinyLlama,kivi_int4,5,25,-5.966285243630409e-09
TinyLlama,kivi_int4,5,26,9.524228516966105e-09
TinyLlama,kivi_int4,5,27,1.1168594937771559e-08
TinyLlama,kivi_int4,5,28,9.502400644123554e-09
TinyLlama,kivi_int4,5,29,-9.677023626863956e-09
TinyLlama,kivi_int4,5,30,-8.585629984736443e-10
TinyLlama,kivi_int4,5,31,4.816683940589428e-09
TinyLlama,kivi_int4,6,0,-8.70932126417756e-09
TinyLlama,kivi_int4,6,1,-2.3501343093812466e-09
TinyLlama,kivi_int4,6,2,3.485183697193861e-09
TinyLlama,kivi_int4,6,3,7.246853783726692e-09
TinyLlama,kivi_int4,6,4,7.55971996113658e-09
TinyLlama,kivi_int4,6,5,7.930793799459934e-10
TinyLlama,kivi_int4,6,6,2.7066562324762344e-09
TinyLlama,kivi_int4,6,7,3.739842213690281e-09
TinyLlama,kivi_int4,6,8,-8.774804882705212e-09
TinyLlama,kivi_int4,6,9,-1.6450940165668726e-08
TinyLlama,kivi_int4,6,10,-4.69299266114831e-09
TinyLlama,kivi_int4,6,11,7.275957614183426e-09
TinyLlama,kivi_int4,6,12,-1.7826096154749393e-09
TinyLlama,kivi_int4,6,13,5.24596543982625e-09
TinyLlama,kivi_int4,6,14,-1.673470251262188e-09
TinyLlama,kivi_int4,6,15,1.1641532182693481e-10
TinyLlama,kivi_int4,6,16,-4.43833414465189e-10
TinyLlama,kivi_int4,6,17,-1.4551915228366852e-10
TinyLlama,kivi_int4,6,18,-3.994500730186701e-09
TinyLlama,kivi_int4,6,19,-1.6239937394857407e-08
TinyLlama,kivi_int4,6,20,1.8189894035458565e-10
TinyLlama,kivi_int4,6,21,1.1059455573558807e-08
TinyLlama,kivi_int4,6,22,-4.16184775531292e-09
TinyLlama,kivi_int4,6,23,9.167706593871117e-10
TinyLlama,kivi_int4,6,24,-4.387402441352606e-09
TinyLlama,kivi_int4,6,25,1.1103111319243908e-08
TinyLlama,kivi_int4,6,26,7.654307410120964e-09
TinyLlama,kivi_int4,6,27,-3.4924596548080444e-09
TinyLlama,kivi_int4,6,28,-2.546585164964199e-09
TinyLlama,kivi_int4,6,29,4.147295840084553e-09
TinyLlama,kivi_int4,6,30,3.14321368932724e-09
TinyLlama,kivi_int4,6,31,-9.851646609604359e-09
TinyLlama,kivi_int4,7,0,-5.6970748119056225e-09
TinyLlama,kivi_int4,7,1,-1.9208528101444244e-09
TinyLlama,kivi_int4,7,2,-3.4124241210520267e-09
TinyLlama,kivi_int4,7,3,7.516064215451479e-09
TinyLlama,kivi_int4,7,4,5.77711034566164e-09
TinyLlama,kivi_int4,7,5,-1.0186340659856796e-08
TinyLlama,kivi_int4,7,6,-3.2669049687683582e-09
TinyLlama,kivi_int4,7,7,-4.896719474345446e-09
TinyLlama,kivi_int4,7,8,5.973561201244593e-09
TinyLlama,kivi_int4,7,9,-3.4633558243513107e-09
TinyLlama,kivi_int4,7,10,-1.2878444977104664e-09
TinyLlama,kivi_int4,7,11,-2.815795596688986e-09
TinyLlama,kivi_int4,7,12,9.240466170012951e-10
TinyLlama,kivi_int4,7,13,2.473825588822365e-10
TinyLlama,kivi_int4,7,14,-7.3705450631678104e-09
TinyLlama,kivi_int4,7,15,5.24596543982625e-09
TinyLlama,kivi_int4,7,16,1.0040821507573128e-09
TinyLlama,kivi_int4,7,17,4.052708391100168e-09
TinyLlama,kivi_int4,7,18,4.5183696784079075e-09
TinyLlama,kivi_int4,7,19,9.858922567218542e-09
TinyLlama,kivi_int4,7,20,6.05359673500061e-09
TinyLlama,kivi_int4,7,21,1.8844730220735073e-09
TinyLlama,kivi_int4,7,22,-1.0266376193612814e-08
TinyLlama,kivi_int4,7,23,-8.425558917224407e-09
TinyLlama,kivi_int4,7,24,-6.832124199718237e-09
TinyLlama,kivi_int4,7,25,9.997165761888027e-09
TinyLlama,kivi_int4,7,26,9.233190212398767e-09
TinyLlama,kivi_int4,7,27,1.2660166248679161e-09
TinyLlama,kivi_int4,7,28,7.232301868498325e-09
TinyLlama,kivi_int4,7,29,-9.415089152753353e-09
TinyLlama,kivi_int4,7,30,-2.444721758365631e-09
